標準,Unicode,Unicode(Dec),IVS,目標CID,字圖名称,被修改或替換的字圖名称,IVD集,默認字圖,註釋
育,80B2,32946,E0102,32620,uni80B2uE0102-JP,uni80B2-CN,Hanyo-Denshi,IVS,
胀,80C0,32960,/,32647,uni80C0-CN,uni80C0-CN,/,All,
脁,8101,33025,/,32782,uni8101-CL,uni8101-CN,/,All,
脏,810F,33039,/,32811,uni810F-CN,uni810F-CN,/,All,
脐,8110,33040,/,32812,uni8110-CN,uni8110-CN,/,All,
脑,8111,33041,/,32813,uni8111-CM,uni8111-CN,/,All,
脓,8113,33043,/,32816,uni8113-CN,uni8113-CN,/,All,
脣,8123,33059,E01EA,32848,uni8123-KX,uni8123-CN,PUA,IVS,
脫,812B,33067,E0102,32866,uni812BuE0102-JP,uni812B-CN,Moji-Joho,IVS,
脬,812C,33068,E01EA,32870,uni812C-M,uni812C-CN,PUA,M,
脸,8138,33080,/,32890,uni8138-CN,uni8138-CN,/,All,
腈,8148,33096,E01EA,32919,uni8148-CL,uni8148-HK,PUA,"CL,CM",
腚,815A,33114,/,32957,uni815A-CL,uni815A-CN,/,All,
腠,8160,33120,E0102,32969,uni8160uE0102-JP,uni8160-CN,Hanyo-Denshi,All,
腳,8173,33139,E0101,33013,uni8173uE0101-JP,uni8173-CN,Moji-Joho,"CL,CM",
腹,8179,33145,E0102,33028,uni8179uE0102-JP,uni8179-TW,Hanyo-Denshi,IVS,
腾,817E,33150,/,33037,uni817E-CN,uni817E-CN,/,All,
膀,8180,33152,E0102,33042,uni8180uE0102-JP,uni8180-CN,Hanyo-Denshi,IVS,
膜,819C,33180,E0102,33106,uni819CuE0102-JP,uni819C-TW,Hanyo-Denshi,IVS,
膠,81A0,33184,E0102,33115,uni81A0-M,uni81A0-CN,Hanyo-Denshi,"M,CM",
膥,81A5,33189,E01EA,33126,uni81A5-CL,uni81A5-CN,PUA,"CL,CM",
臁,81C1,33217,E01EA,33191,uni81C1-M,uni81C1-CN,PUA,M,
臆,81C6,33222,E0102,33204,uni81C6uE0102-JP,uni81C6-CN,Hanyo-Denshi,IVS,
臌,81CC,33228,/,33218,uni81CC-CL,uni81CC-CN,/,All,
臉,81C9,33225,E01EA,33213,uni81C9-CM,uni81C9-TW,PUA,CM,
臖,81D6,33238,E01EA,33240,uni81D6-CL,uni81D6-CN,PUA,All,
臟,81DF,33247,E0102,33265,uni81DFuE0102-JP,uni81DF-CN,Hanyo-Denshi,IVS,
臢,81E2,33250,/,33271,uni81E2-CL,uni81E2-CN,/,All,
臧,81E7,33255,E0102,33281,uni81E7uE0102-JP,uni81E7-CN,Hanyo-Denshi,IVS,
臮,81EE,33262,E0100,33291,uni81EE-JP,uni81ED-CN,Moji-Joho,IVS,
臮,81EE,33262,E0101,33292,uni81EEuE0101-JP,uni81ED-TW,Moji-Joho,All,
致,81F4,33268,E0102,33306,uni81F4uE0102-JP,uni81F4-CN,Hanyo-Denshi,IVS,
臹,81F9,33273,E0101,33317,uni81F9uE0101-JP,uni81F9-CN,Hanyo-Denshi,"CL,CM",
舀,8200,33280,E0104,33334,uni8200-M,uni8200-CN,Hanyo-Denshi,"CM,M",
舄,8204,33284,E0100,33341,uni8204-JP,uni8204-CN,Adobe-Japan1,All,AJ1 Glyph Replacement
與,8207,33287,E0102,33346,uni8207uE0102-JP,uni8207-CN,Hanyo-Denshi,IVS,
興,8208,33288,E0102,33349,uni8208uE0102-JP,uni8208-CN,Hanyo-Denshi,IVS,
舊,820A,33290,E0102,33354,uni820AuE0102-JP,uni820A-CN,Hanyo-Denshi,IVS,
舊,820A,33290,E0103,33355,uni820AuE0103-JP,uni820A-TW,Hanyo-Denshi,IVS,
舋,820B,33291,E0101,33357,uni820BuE0101-JP,uni820B-CN,Hanyo-Denshi,IVS,
舋,820B,33291,E0102,33358,uni820BuE0102-JP,uni820B-TW,Hanyo-Denshi,IVS,
舒,8212,33298,E0102,33371,uni8212uE0102-JP,uni8212-CN,Hanyo-Denshi,IVS,
舭,822D,33325,/,33434,uni822D-CL,uni822D-CN,/,All,
舯,822F,33327,/,33438,uni822F-CL,uni822F-CN,/,All,
舰,8230,33328,/,33440,uni8230-CN,uni8230-CN,/,All,
舱,8231,33329,/,33441,uni8231-CN,uni8231-CN,/,All,
舾,823E,33342,/,33476,uni823E-CL,uni823E-CN,/,All,
艄,8244,33348,E01EA,33489,uni8244-M,uni8244-CN,PUA,M,
艘,8258,33368,E0104,33539,uni8258-CM,uni8258-CN,Hanyo-Denshi,CM,
良,826F,33391,E01EA,33602,uni826F-V-CL,uni826F-CN,PUA,IVS,
艰,8270,33392,/,33603,uni8270-CN,uni8270-CN,/,All,
艱,8271,33393,E0102,33605,uni8271uE0102-JP,uni8271-CN,Hanyo-Denshi,IVS,
艳,8273,33395,E0102,33609,uni8273uE0102-JP,uni8273-CN,Hanyo-Denshi,All,
艵,8275,33397,E0100,33611,uni8275-JP,uni8274-CN,Hanyo-Denshi,"CL,CM",
艵,8275,33397,E0101,33612,uni8275uE0101-JP,uni8275-CN,Hanyo-Denshi,M,
艼,827C,33404,E0100,33618,uni827C-JP,uni8278-CN,Hanyo-Denshi,All,
芍,828D,33421,E0103,33655,uni828DuE0103-JP,uni828E-TW,Hanyo-Denshi,IVS,
芒,8292,33426,E0104,33663,uni8292uE0104-JP,uni8292-CN,Hanyo-Denshi,IVS,
芔,8294,33428,E0102,33669,uni8294uE0102-JP,uni8294-CN,Hanyo-Denshi,IVS,
芝,829D,33437,E0102,33685,uni829DuE0102-JP,uni829D-CN,Hanyo-Denshi,IVS,
芟,829F,33439,E0102,33689,uni829FuE0102-JP,uni829F-CN,Hanyo-Denshi,IVS,
芥,82A5,33445,E0102,33705,uni82A5uE0102-JP,uni82A5-CN,Hanyo-Denshi,IVS,
芦,82A6,33446,E0105,33706,uni82A6uE0105-JP,uni82A5-TW,Hanyo-Denshi,IVS,
芦,82A6,33446,E0106,33709,uni82A6uE0106-JP,uni82A6-HK,Hanyo-Denshi,IVS,
芬,82AC,33452,E0102,33726,uni82ACuE0102-JP,uni82AC-TW,Hanyo-Denshi,IVS,
芮,82AE,33454,E0103,33732,uni82AEuE0103-JP,uni82AE-TW,Hanyo-Denshi,IVS,
花,82B1,33457,E0103,33739,uni82B1uE0103-JP,uni82B1-CN,Hanyo-Denshi,IVS,
芲,82B2,33458,E01EA,33743,uni82B2-CL,uni82B2-CN,PUA,All,
芳,82B3,33459,E0102,33745,uni82B3uE0102-JP,uni82B3-CN,Hanyo-Denshi,IVS,
芸,82B8,33464,E0102,33755,uni82B8uE0102-JP,uni82B8-CN,Hanyo-Denshi,IVS,
芹,82B9,33465,E0102,33758,uni82B9uE0102-JP,uni82B9-CN,Hanyo-Denshi,IVS,
芽,82BD,33469,E0104,33767,uni82BDuE0104-JP,uni82BD-CN,Hanyo-Denshi,IVS,
苍,82CD,33485,/,33791,uni8271-CN,uni82CD-CN,/,All,
苑,82D1,33489,E0102,33799,uni82D1uE0102-JP,uni82D1-CN,Hanyo-Denshi,IVS,
苒,82D2,33490,E0103,33797,uni82D2uE0103-JP,uni82D0-HK,Hanyo-Denshi,IVS,
苓,82D3,33491,E0102,33804,uni82D3uE0102-JP,uni82D3-CN,Hanyo-Denshi,IVS,
苔,82D4,33492,E0102,33807,uni82D4uE0102-JP,uni82D4-CN,Hanyo-Denshi,IVS,
苤,82E4,33508,E0102,33841,uni82E4uE0102-JP,uni82E4-CN,Hanyo-Denshi,IVS,
苧,82E7,33511,E0102,33849,uni82E7uE0102-JP,uni82E7-CN,Hanyo-Denshi,IVS,
英,82F1,33521,E0104,33872,uni82F1uE0104-JP,uni82F1-TW,Hanyo-Denshi,IVS,
茁,8301,33537,E0102,33906,uni8301uE0102-JP,uni8301-CN,Hanyo-Denshi,IVS,
茆,8306,33542,E0102,33917,uni8306uE0102-JP,uni8306-CN,Hanyo-Denshi,IVS,
茜,831C,33564,E0102,33957,uni831CuE0102-JP,uni831C-TW,Hanyo-Denshi,IVS,
茨,8328,33576,E0104,33981,uni8328uE0104-JP,uni8328-CN,Hanyo-Denshi,IVS,
茨,8328,33576,E0105,33982,uni8328uE0105-JP,uni8328-TW,Hanyo-Denshi,IVS,
茫,832B,33579,E0102,33990,uni832BuE0102-JP,uni832B-CN,Hanyo-Denshi,IVS,
茲,8332,33586,E0102,34004,uni8332uE0102-JP,uni8332-CN,Hanyo-Denshi,IVS,
茵,8335,33589,E0102,34011,uni8335uE0102-JP,uni8335-CN,Hanyo-Denshi,IVS,
茶,8336,33590,E0102,34014,uni8336uE0102-JP,uni8336-CN,Hanyo-Denshi,IVS,
茸,8338,33592,E0102,34020,uni8338uE0102-JP,uni8338-TW,Hanyo-Denshi,IVS,
茸,8338,33592,E0103,34023,uni8338uE0103-JP,uni8339-TW,Moji-Joho,IVS,
茹,8339,33593,E0102,34022,uni8339uE0102-JP,uni8339-CN,Hanyo-Denshi,IVS,
茺,833A,33594,E0102,34025,uni833AuE0102-JP,uni833A-CN,Hanyo-Denshi,IVS,
茺,833A,33594,E0103,34026,uni833AuE0103-MO,uni833A-TW,MSARG,IVS,
荃,8343,33603,E0102,34027,uni8343uE0102-JP,uni833A-HK,Hanyo-Denshi,IVS,
荃,8343,33603,E0103,34043,uni8343-CM,uni8343-CN,Hanyo-Denshi,CM,
荃,8343,33603,E0104,34044,uni8343uE0104-JP,uni8343-TW,Hanyo-Denshi,IVS,
荏,834F,33615,E0102,34070,uni834FuE0102-JP,uni834F-TW,Hanyo-Denshi,IVS,
荐,8350,33616,E0102,34072,uni8350uE0102-JP,uni8350-CN,Hanyo-Denshi,IVS,
荒,8352,33618,E0103,34078,uni8352uE0103-JP,uni8352-CN,Hanyo-Denshi,IVS,
荒,8352,33618,E0104,34079,uni8352uE0104-JP,uni8352-TW,Hanyo-Denshi,IVS,
药,836F,33647,/,34119,uni836F-CN,uni836F-CN,/,All,
荸,8378,33656,E0102,34135,uni8378uE0102-JP,uni8378-CN,Hanyo-Denshi,IVS,
荻,837B,33659,E0103,34141,uni837BuE0103-JP,uni837B-TW,Hanyo-Denshi,IVS,
荼,837C,33660,E0102,34143,uni837CuE0102-JP,uni837C-CN,Hanyo-Denshi,IVS,
荽,837D,33661,E0102,34146,uni837DuE0102-JP,uni837D-CN,Hanyo-Denshi,IVS,
荽,837D,33661,E01EA,34147,uni837D-M,uni837D-TW,PUA,M,
莅,8385,33669,E0102,34163,uni8385uE0102-JP,uni8385-CN,Hanyo-Denshi,IVS,
莓,8393,33683,E0102,34196,uni8393uE0102-JP,uni8393-CN,Hanyo-Denshi,IVS,
莓,8393,33683,E0103,34197,uni8393uE0103-JP,uni8393-TW,Hanyo-Denshi,IVS,
莖,8396,33686,E0102,34208,uni8396uE0102-JP,uni8398-TW,Hanyo-Denshi,IVS,
莘,8398,33688,E0102,34207,uni8398uE0102-JP,uni8398-CN,Hanyo-Denshi,IVS,
莞,839E,33694,E0102,34222,uni839EuE0102-JP,uni839E-CN,Hanyo-Denshi,IVS,
莠,83A0,33696,E0102,34227,uni83A0uE0102-JP,uni83A0-CN,Hanyo-Denshi,IVS,
莩,83A9,33705,E0102,34247,uni83A9uE0102-JP,uni83A9-CN,Hanyo-Denshi,IVS,
莩,83A9,33705,E01EA,34248,uni83A9-M,uni83A9-TW,PUA,M,
莫,83AB,33707,E0102,34252,uni83ABuE0102-JP,uni83AB-TW,Hanyo-Denshi,IVS,
莲,83B2,33714,/,34263,uni83B2-CN,uni83B2-CN,/,All,
菁,83C1,33729,E0103,34282,uni83C1uE0103-JP,uni83C0-TW,Hanyo-Denshi,IVS,
菅,83C5,33733,E0102,34293,uni83C5uE0102-JP,uni83C5-CN,Hanyo-Denshi,IVS,
菇,83C7,33735,E0102,34298,uni83C7uE0102-JP,uni83C7-CN,Hanyo-Denshi,IVS,
菌,83CC,33740,E0102,34310,uni83CCuE0102-JP,uni83CC-CN,Hanyo-Denshi,IVS,
菔,83D4,33748,E0103,34325,uni83D4uE0103-JP,uni83D4-CN,Hanyo-Denshi,IVS,
菜,83DC,33756,E0103,34343,uni83DCuE0103-JP,uni83DC-TW,Hanyo-Denshi,IVS,
菩,83E9,33769,E0102,34373,uni83E9uE0102-JP,uni83E9-CN,Hanyo-Denshi,IVS,
華,83EF,33775,E0102,34374,uni83EFuE0102-JP,uni83E9-TW,Hanyo-Denshi,IVS,
華,83EF,33775,E0103,34377,uni83EFuE0103-JP,uni83EA-TW,Hanyo-Denshi,IVS,
華,83EF,33775,E0104,34387,uni83EFuE0104-JP,uni83EF-TW,Hanyo-Denshi,IVS,
菰,83F0,33776,E0102,34389,uni83F0uE0102-JP,uni83F0-CN,Hanyo-Denshi,IVS,
菰,83F0,33776,E0103,34390,uni83F0uE0103-JP,uni83F0-TW,Hanyo-Denshi,IVS,
菱,83F1,33777,E0103,34393,uni83F1uE0103-JP,uni83F1-TW,Hanyo-Denshi,IVS,
菱,83F1,33777,E0104,34394,uni83F1uE0104-JP,uni83F1-HK,Hanyo-Denshi,IVS,
菲,83F2,33778,E0103,34396,uni83F2uE0103-JP,uni83F2-CN,Hanyo-Denshi,IVS,
菸,83F8,33784,E0102,34411,uni83F8uE0102-JP,uni83F8-CN,Hanyo-Denshi,IVS,
菸,83F8,33784,E0103,34412,uni83F8-CL,uni83F8-TW,Hanyo-Denshi,All,
萃,8403,33795,E0102,34435,uni8403uE0102-JP,uni8403-CN,Hanyo-Denshi,IVS,
萃,8403,33795,E0103,34436,uni8403uE0103-JP,uni8403-TW,Hanyo-Denshi,IVS,
萄,8404,33796,E0102,34438,uni8404uE0102-JP,uni8404-CN,Hanyo-Denshi,IVS,
萇,8407,33799,E0102,34445,uni8407uE0102-JP,uni8407-CN,Hanyo-Denshi,IVS,
萋,840B,33803,E0102,34453,uni840BuE0102-JP,uni840B-CN,Hanyo-Denshi,IVS,
萍,840D,33805,E0102,34459,uni840DuE02012-JP,uni840D-TW,Hanyo-Denshi,IVS,
萎,840E,33806,E0102,34461,uni840EuE0102-JP,uni840E-CN,Hanyo-Denshi,IVS,
萝,841D,33821,/,34493,uni841D-CN,uni841D-CN,/,All,
萦,8426,33830,/,34505,uni8426-CM,uni8426-CN,/,All,
萨,8428,33832,/,34507,uni8428-CN,uni8428-CN,/,All,
萬,842C,33836,E0104,34522,uni842CuE0104-JP,uni842F-TW,Hanyo-Denshi,IVS,
萱,8431,33841,E0102,34526,uni8431uE0102-JP,uni8431-CN,Hanyo-Denshi,IVS,
萸,8438,33848,E0102,34544,uni8438uE0102-JP,uni8438-CN,Hanyo-Denshi,IVS,
萼,843C,33852,E0102,34555,uni843CuE0102-JP,uni843C-CN,Hanyo-Denshi,IVS,
葍,844D,33869,E0100,34593,uni844D-JP,uni844D-JP,Adobe-Japan1,All,Fix
葍,844D,33869,E0102,34594,uni844D-TW,uni844D-TW,Hanyo-Denshi,IVS,Fix
著,8457,33879,E0103,34616,uni8457uE0103-JP,uni8457-TW,Hanyo-Denshi,IVS,
葛,845B,33883,E0107,34625,uni845BuE0107-JP,uni845B-CN,Hanyo-Denshi,IVS,
葛,845B,33883,E0108,34626,uni845BuE0108-JP,uni845B-TW,Hanyo-Denshi,IVS,
葥,8465,33893,E0102,34650,uni8465uE0102-JP,uni8465-CN,Hanyo-Denshi,IVS,
葥,8465,33893,E01EA,34651,uni8465-M,uni8465-TW,Hanyo-Denshi,M,
葦,8466,33894,E0103,34654,uni8466uE0103-JP,uni8466-CN,Hanyo-Denshi,IVS,
葫,846B,33899,E0102,34666,uni846BuE0102-JP,uni846B-TW,Hanyo-Denshi,IVS,
葯,846F,33903,E0102,34678,uni846FuE0102-JP,uni846F-CN,Hanyo-Denshi,IVS,
葯,846F,33903,E01EA,34679,uni846F-CL,uni846F-TW,PUA,"CL,CM",
葵,8475,33909,E0102,34695,uni8475uE0102-JP,uni8475-CN,Hanyo-Denshi,IVS,
葽,847D,33917,E0102,34713,uni847DuE0102-JP,uni847D-CN,Hanyo-Denshi,IVS,
葽,847D,33917,E0103,34714,uni847DuE0103-JP,uni847D-TW,Hanyo-Denshi,All,
葽,847D,33917,E0104,34699,uni847DuE0104-JP,uni8476-TW,Hanyo-Denshi,IVS,
蒂,8482,33922,E0102,34724,uni8482uE0102-JP,uni8482-CN,Hanyo-Denshi,IVS,
蒂,8482,33922,E0103,34725,uni8482uE0103-JP,uni8482-TW,Hanyo-Denshi,IVS,
蒂,8482,33922,E01EA,34706,uni8482-V-CL,uni8479-TW,PUA,IVS,
蒋,848B,33931,E0102,34749,uni848B-CM,uni8490-TW,Hanyo-Denshi,"CL,CM",
蒋,848B,33931,E0103,34739,uni848BuE0103-JP,uni848B-CN,Hanyo-Denshi,M,
蒐,8490,33936,E0102,34748,uni8490uE0102-JP,uni8490-CN,Hanyo-Denshi,IVS,
蒙,8499,33945,E0102,34769,uni8499uE0102-JP,uni8499-CN,Hanyo-Denshi,IVS,
蒙,8499,33945,E0103,34770,uni8499uE0103-JP,uni8499-TW,Hanyo-Denshi,IVS,
蒜,849C,33948,E0103,34776,uni849CuE0103-JP,uni849C-TW,Hanyo-Denshi,IVS,
蒞,849E,33950,E0102,34781,uni849EuE0102-JP,uni849E-CN,Hanyo-Denshi,IVS,
蒟,849F,33951,E0102,34784,uni849FuE0102-JP,uni849F-CN,Hanyo-Denshi,IVS,
蒲,84B2,33970,E0103,34830,uni84B2uE0103-JP,uni84B4-TW,Hanyo-Denshi,IVS,
蒸,84B8,33976,E0102,34837,uni84B8uE0102-JP,uni84B8-CN,Hanyo-Denshi,IVS,
蒻,84BB,33979,E0102,34846,uni84BBuE0102-JP,uni84BB-CN,Hanyo-Denshi,IVS,
蒻,84BB,33979,E0103,34847,uni84BBuE0103-JP,uni84BB-TW,Hanyo-Denshi,M,
蒼,84BC,33980,E0102,34849,uni84BCuE0102-JP,uni84BC-CN,Hanyo-Denshi,IVS,
蒿,84BF,33983,E0102,34858,uni84BFuE0102-JP,uni84BF-CN,Hanyo-Denshi,IVS,
蒿,84BF,33983,E0103,34859,uni84BFuE0103-JP,uni84BF-TW,Hanyo-Denshi,IVS,
蓀,84C0,33984,E0102,34861,uni84C0uE0102-JP,uni84C0-CN,Hanyo-Denshi,IVS,
蓄,84C4,33988,E0102,34872,uni84C4uE0102-JP,uni84C4-CN,Hanyo-Denshi,IVS,
蓆,84C6,33990,E0102,34878,uni84C6uE0102-JP,uni84C6-CN,Hanyo-Denshi,IVS,
蓉,84C9,33993,E0102,34887,uni84C9uE0102-JP,uni84C9-CN,Hanyo-Denshi,IVS,
蓊,84CA,33994,E0102,34890,uni84CAuE0102-JP,uni84CA-CN,Hanyo-Denshi,IVS,
蓊,84CA,33994,E0103,34891,uni84CAuE0103-JP,uni84CA-TW,Hanyo-Denshi,IVS,
蓊,84CA,33994,E0104,34892,uni84CAuE0104-JP,uni84CA-HK,Hanyo-Denshi,IVS,
蓊,84CA,33994,E01EA,34888,uni84CA-M,uni84C9-TW,PUA,M,
蓋,84CB,33995,E0102,34894,uni84CBuE0102-JP,uni84CB-CN,Hanyo-Denshi,IVS,
蓑,84D1,34001,E0102,34913,uni84D1uE0102-JP,uni84D1-CN,Hanyo-Denshi,IVS,
蓓,84D3,34003,E0102,34918,uni84D3uE0102-JP,uni84D3-CN,Hanyo-Denshi,IVS,
蓝,84DD,34013,E0101,34937,uni84DD-CN,uni84DD-CN,Hanyo-Denshi,All,
蓬,84EC,34028,E0104,34966,uni84ECuE0104-JP,uni84EC-CN,Hanyo-Denshi,IVS,
蓮,84EE,34030,E0103,34971,uni84EEuE0103-JP,uni84EE-CN,Hanyo-Denshi,IVS,
蓿,84FF,34047,E0102,35013,uni84FFuE0102-JP,uni84FF-CN,Hanyo-Denshi,IVS,
蔃,8503,34051,E0102,35023,uni8503uE0102-JP,uni8503-CN,Hanyo-Denshi,IVS,
蔃,8503,34051,E01EA,35024,uni8503-CL,uni8503-HK,Hanyo-Denshi,"CL,CM",
蔆,8506,34054,E0102,35030,uni8506uE0102-JP,uni8506-CN,Hanyo-Denshi,IVS,
蔑,8511,34065,E0103,35048,uni8511uE0103-JP,uni850C-TW,Hanyo-Denshi,IVS,
蔑,8511,34065,E0104,35060,uni8511uE0104-JP,uni8511-TW,Hanyo-Denshi,IVS,
蔓,8513,34067,E0103,35080,uni8513uE0103-JP,uni851A-TW,Hanyo-Denshi,IVS,
蔗,8517,34071,E0104,35072,uni8517uE0104-JP,uni8517-CN,Hanyo-Denshi,IVS,
蔡,8521,34081,E0102,35100,uni8521uE0102-JP,uni8521-CN,Hanyo-Denshi,IVS,
蔣,8523,34083,E0102,35106,uni8523uE0102-JP,uni8523-CN,Hanyo-Denshi,IVS,
蔥,8525,34085,E0102,35113,uni8525uE0102-JP,uni8525-CN,Hanyo-Denshi,IVS,
蔥,8525,34085,E0103,35114,uni8525uE0103-JP,uni8525-TW,Hanyo-Denshi,IVS,
蔥,8525,34085,E0104,35115,uni8525uE0104-JP,uni8525-HK,Hanyo-Denshi,IVS,
蔬,852C,34092,E0102,35132,uni852CuE0102-JP,uni852C-CN,Hanyo-Denshi,IVS,
蔭,852D,34093,E0102,35136,uni852DuE0102-JP,uni852D-CN,Hanyo-Denshi,IVS,
蔼,853C,34108,/,35165,uni853C-CN,uni853C-CN,/,All,
蔽,853D,34109,E0105,35167,uni853DuE0105-JP,uni853D-TW,Hanyo-Denshi,IVS,
蕈,8548,34120,E0102,35195,uni8548uE0102-JP,uni8549-TW,Hanyo-Denshi,IVS,
蕈,8548,34120,E01EA,35181,uni8548-V-CL,uni8543-TW,PUA,IVS,
蕉,8549,34121,E0102,35194,uni8549uE0102-JP,uni8549-CN,Hanyo-Denshi,IVS,
蕊,854A,34122,E0102,35197,uni854AuE0102-JP,uni854A-CN,Hanyo-Denshi,IVS,
蕙,8559,34137,E0100,35232,uni8559-JP,uni8559-CN,Adobe-Japan1,All,AJ1 Glyph Replacement
蕨,8568,34152,E0102,35271,uni8568uE0102-JP,uni8568-CN,Hanyo-Denshi,IVS,
蕪,856A,34154,E0102,35276,uni856AuE0102-JP,uni856A-TW,Hanyo-Denshi,IVS,
蕴,8574,34164,/,35297,uni8574-CN,uni8574-CN,/,All,
蕾,857E,34174,E0102,35320,uni857EuE0102-JP,uni857E-TW,Hanyo-Denshi,IVS,
薄,8584,34180,E0103,35334,uni8584uE0103-JP,uni8584-TW,Hanyo-Denshi,IVS,
薇,8587,34183,E0103,35343,uni8587uE0103-JP,uni8587-CN,Hanyo-Denshi,IVS,
薈,8588,34184,E0102,35346,uni8588uE0102-JP,uni8588-CN,Hanyo-Denshi,IVS,
薉,8589,34185,E0101,35350,uni8589uE0101-JP,uni8589-CN,Hanyo-Denshi,All,
薉,8589,34185,E0102,35351,uni8589uE0102-JP,uni8589-TW,Hanyo-Denshi,IVS,
薛,859B,34203,E0102,35396,uni859BuE0102-JP,uni859B-CN,Hanyo-Denshi,IVS,
薜,859C,34204,E0102,35399,uni859CuE0102-JP,uni859C-CN,Hanyo-Denshi,IVS,
薦,85A6,34214,E0102,35423,uni85A6uE0102-JP,uni85A6-CN,Hanyo-Denshi,IVS,
薩,85A9,34217,E0104,35434,uni85A9uE0104-JP,uni85A9-CN,Hanyo-Denshi,IVS,
薩,85A9,34217,E0105,35435,uni85A9uE0105-JP,uni85A9-TW,Hanyo-Denshi,IVS,
薪,85AA,34218,E0102,35437,uni85AAuE0102-JP,uni85AA-CN,Hanyo-Denshi,IVS,
薫,85AB,34219,E0103,35427,uni85ABuE0103-JP,uni85A7-TW,Hanyo-Denshi,IVS,
薬,85AC,34220,E0102,35428,uni85ACuE0104-JP,uni85A7-HK,Hanyo-Denshi,IVS,
薮,85AE,34222,E0102,35444,uni85AEuE0102-JP,uni85AE-CN,Hanyo-Denshi,IVS,
薯,85AF,34223,E0104,35446,uni85AFuE0104-JP,uni85AF-TW,Hanyo-Denshi,IVS,
薹,85B9,34233,E0102,35467,uni85B9uE0102-JP,uni85B9-CN,Hanyo-Denshi,IVS,
薺,85BA,34234,E0102,35470,uni85BAuE0102-JP,uni85BA-CN,Hanyo-Denshi,IVS,
藍,85CD,34253,E0103,35515,uni85CDuE0103-JP,uni85CD-TW,Hanyo-Denshi,IVS,
藏,85CF,34255,E0103,35519,uni85C5uE0103-JP,uni85CF-TW,Hanyo-Denshi,IVS,
藏,85CF,34255,E0104,35522,uni85C5uE0104-JP,uni85D0-TW,Hanyo-Denshi,IVS,
藐,85D0,34256,E0102,35521,uni85D0uE0102-JP,uni85D0-CN,Hanyo-Denshi,IVS,
藕,85D5,34261,E0103,35532,uni85D5uE0103-JP,uni85D5-TW,Hanyo-Denshi,IVS,
藝,85DD,34269,E0102,35551,uni85DDuE0102-JP,uni85DD-CN,Hanyo-Denshi,IVS,
藤,85E4,34276,E0103,35569,uni85E4uE0103-JP,uni85E4-CN,Hanyo-Denshi,IVS,
藤,85E4,34276,E0105,35570,uni85E4uE0105-JP,uni85E4-TW,Hanyo-Denshi,IVS,
藥,85E5,34277,E0102,35572,uni85E5uE0102-JP,uni85E5-CN,Hanyo-Denshi,IVS,
藩,85E9,34281,E0102,35584,uni85E9uE0102-JP,uni85E9-TW,Hanyo-Denshi,IVS,
藪,85EA,34282,E0102,35587,uni85EAuE0102-JP,uni85EA-CN,Hanyo-Denshi,IVS,
藴,85F4,34292,E0102,35611,uni85F4uE0102-JP,uni85F4-CN,Hanyo-Denshi,IVS,
藷,85F7,34295,E0103,35617,uni85F7uE0103-JP,uni85F7-CN,Hanyo-Denshi,IVS,
藹,85F9,34297,E0102,35622,uni85F9uE0102-JP,uni85F9-CN,Hanyo-Denshi,IVS,
藹,85F9,34297,E0103,35623,uni85F9uE0103-JP,uni85F9-TW,Hanyo-Denshi,IVS,
藺,85FA,34298,E0102,35626,uni85FAuE0102-JP,uni85FA-CN,Hanyo-Denshi,IVS,
蘂,8602,34306,E0102,35650,uni8602uE0102-JP,uni8602-HK,Hanyo-Denshi,IVS,
蘄,8604,34308,E0102,35653,uni8604uE0102-JP,uni8604-CN,Hanyo-Denshi,IVS,
蘅,8605,34309,E0102,35656,uni8605uE0102-JP,uni8605-CN,Hanyo-Denshi,IVS,
蘆,8606,34310,E0102,35659,uni8606uE0102-JP,uni8606-TW,Hanyo-Denshi,IVS,
蘊,860A,34314,E0102,35666,uni860AuE0102-JP,uni860A-CN,Hanyo-Denshi,IVS,
蘋,860B,34315,E0102,35669,uni860BuE0102-JP,uni860B-CN,Hanyo-Denshi,IVS,
蘋,860B,34315,E0103,35670,uni860BuE0103-JP,uni860B-TW,Hanyo-Denshi,IVS,
蘑,8611,34321,E0102,35684,uni8611uE0102-JP,uni8611-CN,Hanyo-Denshi,IVS,
蘑,8611,34321,E01EA,35685,uni8611-CM,uni8611-TW,PUA,CM,
蘖,8616,34326,E0102,35694,uni8616uE0102-JP,uni8616-CN,Hanyo-Denshi,IVS,
蘗,8617,34327,E0102,35697,uni8617uE0102-JP,uni8617-CN,Hanyo-Denshi,IVS,
蘚,861A,34330,E0102,35707,uni861AuE0102-JP,uni861A-CN,Hanyo-Denshi,IVS,
蘭,862D,34349,E0103,35756,uni862DuE0103-JP,uni862D-CN,Hanyo-Denshi,IVS,
蘭,862D,34349,E0105,35757,uni862DuE0105-JP,uni862D-TW,Hanyo-Denshi,IVS,
蘸,8638,34360,E0102,35781,uni8638uE0102-JP,uni8638-CN,Hanyo-Denshi,IVS,
蘸,8638,34360,E01EA,35782,uni8638-V-CL,uni8638-TW,PUA,IVS,
蘸,8638,34360,E01EB,35783,uni8638-V2-CL,uni8638-HK,PUA,IVS,
蘿,863F,34367,E0102,35800,uni863FuE0102-JP,uni863F-CN,Hanyo-Denshi,IVS,
虒,8652,34386,E0102,35841,uni8652uE0102-JP,uni8652-CN,Hanyo-Denshi,IVS,
